question_pair_id,anchor_question_id,outline_frame_id,document_id,filename,product_model,parent_heading_id,block_id,source_frame_id,block_role,section_path,page_start,page_end,block_sequence,token_estimate,selection_method,selection_status,selection_reason
Q-043,Q-043,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,62e08dd1-2884-5007-8830-3575060bedea,00ed8214-8d2c-546c-8a19-5ddae5a1e440,8a56b2bf-5d68-4806-abb7-de39894bb404:00ed8214-8d2c-546c-8a19-5ddae5a1e440,parent_subtree_child,Troubleshooting > Quick Tips > Network Settings,172,172,391,117,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-043,Q-043,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,62e08dd1-2884-5007-8830-3575060bedea,3994b521-6329-54d9-a6df-42d07c296289,8a56b2bf-5d68-4806-abb7-de39894bb404:3994b521-6329-54d9-a6df-42d07c296289,parent_subtree_child,Troubleshooting > Troubleshoot With the LEDs,173,173,393,15,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-043,Q-043,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,62e08dd1-2884-5007-8830-3575060bedea,262ff6ae-df0c-585e-bed0-094aea4c3092,8a56b2bf-5d68-4806-abb7-de39894bb404:262ff6ae-df0c-585e-bed0-094aea4c3092,parent_subtree_child,Troubleshooting > Troubleshoot With the LEDs > Standard LED Behavior When the Router Is Powered On,173,173,395,99,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-043,Q-043,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,62e08dd1-2884-5007-8830-3575060bedea,05565fdc-4481-5012-b515-85773c42fccd,8a56b2bf-5d68-4806-abb7-de39894bb404:05565fdc-4481-5012-b515-85773c42fccd,parent_subtree_child,Troubleshooting > Troubleshoot With the LEDs > Power LED Is Off or Blinking,173,173,397,170,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-043,Q-043,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,62e08dd1-2884-5007-8830-3575060bedea,0a809305-5da5-5901-8135-99733f3bd166,8a56b2bf-5d68-4806-abb7-de39894bb404:0a809305-5da5-5901-8135-99733f3bd166,parent_subtree_child,Troubleshooting > Troubleshoot With the LEDs > LEDs Never Turn Off,173,174,399,126,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-043,Q-043,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,62e08dd1-2884-5007-8830-3575060bedea,3ef604e9-bf42-56e2-a7f3-e5a73e8a700f,8a56b2bf-5d68-4806-abb7-de39894bb404:3ef604e9-bf42-56e2-a7f3-e5a73e8a700f,parent_subtree_child,Troubleshooting > Troubleshoot With the LEDs > Internet or Ethernet Port LEDs Are Off,174,174,401,137,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-043,Q-043,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,62e08dd1-2884-5007-8830-3575060bedea,fd663dc5-9f58-5491-869d-92ac729b08ca,8a56b2bf-5d68-4806-abb7-de39894bb404:fd663dc5-9f58-5491-869d-92ac729b08ca,parent_subtree_child,Troubleshooting > Troubleshoot With the LEDs > WiFi LED Is Off,174,174,403,54,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-043,Q-043,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,62e08dd1-2884-5007-8830-3575060bedea,bfc17abb-eabf-550d-9891-8823239edd5b,8a56b2bf-5d68-4806-abb7-de39894bb404:bfc17abb-eabf-550d-9891-8823239edd5b,parent_subtree_child,Troubleshooting > You Cannot Log In to the Router,174,175,405,426,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-043,Q-043,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,62e08dd1-2884-5007-8830-3575060bedea,cc64f649-2eb6-5146-b773-78a986679fff,8a56b2bf-5d68-4806-abb7-de39894bb404:cc64f649-2eb6-5146-b773-78a986679fff,parent_subtree_child,Troubleshooting > You Cannot Access the Internet,175,176,407,823,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-043,Q-043,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,62e08dd1-2884-5007-8830-3575060bedea,fcc1bfb7-bf15-5031-b6f5-77b4b1a780a0,8a56b2bf-5d68-4806-abb7-de39894bb404:fcc1bfb7-bf15-5031-b6f5-77b4b1a780a0,parent_subtree_child,Troubleshooting > Troubleshoot Internet Browsing,176,177,409,379,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-043,Q-043,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,62e08dd1-2884-5007-8830-3575060bedea,f734ce15-6ddb-5765-9867-96cc53a05040,8a56b2bf-5d68-4806-abb7-de39894bb404:f734ce15-6ddb-5765-9867-96cc53a05040,parent_subtree_child,Troubleshooting > Changes Are Not Saved,177,177,411,101,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-043,Q-043,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,62e08dd1-2884-5007-8830-3575060bedea,65aa662f-9473-5c74-b996-74e7f545f09c,8a56b2bf-5d68-4806-abb7-de39894bb404:65aa662f-9473-5c74-b996-74e7f545f09c,anchor,Troubleshooting > Troubleshoot WiFi Connectivity,177,178,413,307,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-043,Q-043,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,62e08dd1-2884-5007-8830-3575060bedea,9c575d10-7b9c-5fb3-ba20-b369060e41f6,8a56b2bf-5d68-4806-abb7-de39894bb404:9c575d10-7b9c-5fb3-ba20-b369060e41f6,parent_subtree_child,Troubleshooting > Troubleshoot Your Network Using the Ping Utility,178,178,415,64,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-043,Q-043,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,62e08dd1-2884-5007-8830-3575060bedea,4211a1a2-59d1-5309-b819-4df2e2e2dcaf,8a56b2bf-5d68-4806-abb7-de39894bb404:4211a1a2-59d1-5309-b819-4df2e2e2dcaf,parent_subtree_child,Troubleshooting > Troubleshoot Your Network Using the Ping Utility > Test the LAN Path to Your Router,178,179,417,351,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-043,Q-043,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,62e08dd1-2884-5007-8830-3575060bedea,57e4bd0c-1f9c-5965-be15-b5de64a53388,8a56b2bf-5d68-4806-abb7-de39894bb404:57e4bd0c-1f9c-5965-be15-b5de64a53388,parent_subtree_child,Troubleshooting > Troubleshoot Your Network Using the Ping Utility > Test the Path From a Windows-Based Computer to a Remote Device,179,180,419,395,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-044,Q-044,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:89ac3ac6d4a7bbea,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,443c0acc-9d1b-551f-a1a1-f3a972b0ef77,a24187ee-d420-54f3-b5d0-e0e69f68b656,d69381d0-06ed-49bf-9fe1-6050d9374432:a24187ee-d420-54f3-b5d0-e0e69f68b656,parent_subtree_child,Hardware Setup,9,9,3,89,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-044,Q-044,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:89ac3ac6d4a7bbea,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,443c0acc-9d1b-551f-a1a1-f3a972b0ef77,89d399fa-1c1b-5d37-b35a-194ce673ec69,d69381d0-06ed-49bf-9fe1-6050d9374432:89d399fa-1c1b-5d37-b35a-194ce673ec69,anchor,Hardware Setup > Unpack your router,10,10,5,26,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-044,Q-044,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:89ac3ac6d4a7bbea,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,443c0acc-9d1b-551f-a1a1-f3a972b0ef77,9953feb4-3a38-56c8-abc5-d25151cbd21e,d69381d0-06ed-49bf-9fe1-6050d9374432:9953feb4-3a38-56c8-abc5-d25151cbd21e,parent_subtree_child,Hardware Setup > Top panel LEDs and buttons,11,13,7,844,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-044,Q-044,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:89ac3ac6d4a7bbea,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,443c0acc-9d1b-551f-a1a1-f3a972b0ef77,02eb50d9-d537-5487-ba9f-af1cd17e379a,d69381d0-06ed-49bf-9fe1-6050d9374432:02eb50d9-d537-5487-ba9f-af1cd17e379a,parent_subtree_child,Hardware Setup > Rear panel,13,14,9,687,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-044,Q-044,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:89ac3ac6d4a7bbea,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,443c0acc-9d1b-551f-a1a1-f3a972b0ef77,aa3b1203-d4b7-598a-a240-e7a404e17934,d69381d0-06ed-49bf-9fe1-6050d9374432:aa3b1203-d4b7-598a-a240-e7a404e17934,parent_subtree_child,Hardware Setup > Extend the antennas,15,15,11,30,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-044,Q-044,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:89ac3ac6d4a7bbea,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,443c0acc-9d1b-551f-a1a1-f3a972b0ef77,95a37b51-8c1d-5f32-a3fe-f16d8e64ff89,d69381d0-06ed-49bf-9fe1-6050d9374432:95a37b51-8c1d-5f32-a3fe-f16d8e64ff89,parent_subtree_child,Hardware Setup > Router label,15,15,13,39,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-044,Q-044,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:89ac3ac6d4a7bbea,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,443c0acc-9d1b-551f-a1a1-f3a972b0ef77,a598cdde-568d-5aea-8f59-8c49a63df425,d69381d0-06ed-49bf-9fe1-6050d9374432:a598cdde-568d-5aea-8f59-8c49a63df425,parent_subtree_child,Hardware Setup > Position your router,15,16,15,358,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-044,Q-044,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:89ac3ac6d4a7bbea,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,443c0acc-9d1b-551f-a1a1-f3a972b0ef77,c78de953-6132-5e83-a4fc-d17090c85112,d69381d0-06ed-49bf-9fe1-6050d9374432:c78de953-6132-5e83-a4fc-d17090c85112,parent_subtree_child,Hardware Setup > Cable your router,17,17,17,167,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-044,Q-044,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:89ac3ac6d4a7bbea,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,443c0acc-9d1b-551f-a1a1-f3a972b0ef77,49a28dda-7f14-5b01-93f6-626a1b1d0cf4,d69381d0-06ed-49bf-9fe1-6050d9374432:49a28dda-7f14-5b01-93f6-626a1b1d0cf4,parent_subtree_child,Hardware Setup > Turn the LEDs on or off using the LED On/Off switch,18,18,19,118,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-045,Q-045,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:4bdaaa28252d41a2,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,fe39c4fe-84ac-5dbf-b60a-ea3e5befa4b5,d2882eee-b342-5217-b842-7c902170a6f9,d69381d0-06ed-49bf-9fe1-6050d9374432:d2882eee-b342-5217-b842-7c902170a6f9,parent_subtree_child,Connect to the network and access the router,19,19,21,96,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-045,Q-045,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:4bdaaa28252d41a2,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,fe39c4fe-84ac-5dbf-b60a-ea3e5befa4b5,49655da2-2bfa-5a2f-bb1b-4b78ec0bbdc6,d69381d0-06ed-49bf-9fe1-6050d9374432:49655da2-2bfa-5a2f-bb1b-4b78ec0bbdc6,parent_subtree_child,Connect to the network and access the router > Connect to the router network,20,20,23,56,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-045,Q-045,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:4bdaaa28252d41a2,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,fe39c4fe-84ac-5dbf-b60a-ea3e5befa4b5,46818bd5-23ae-5531-be06-497cb2cd499e,d69381d0-06ed-49bf-9fe1-6050d9374432:46818bd5-23ae-5531-be06-497cb2cd499e,parent_subtree_child,Connect to the network and access the router > Connect to the router network > Connect to the router using a wired connection,20,20,25,115,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-045,Q-045,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:4bdaaa28252d41a2,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,fe39c4fe-84ac-5dbf-b60a-ea3e5befa4b5,b60e3895-245a-5425-8b93-c239ec1de9e2,d69381d0-06ed-49bf-9fe1-6050d9374432:b60e3895-245a-5425-8b93-c239ec1de9e2,parent_subtree_child,Connect to the network and access the router > Connect to the router network > Connect to the router WiFi network,20,20,27,142,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-045,Q-045,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:4bdaaa28252d41a2,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,fe39c4fe-84ac-5dbf-b60a-ea3e5befa4b5,20391ce6-2367-5709-8d12-8c24f2b78704,d69381d0-06ed-49bf-9fe1-6050d9374432:20391ce6-2367-5709-8d12-8c24f2b78704,parent_subtree_child,Connect to the network and access the router > Connect to the router network > Connect to the WiFi network using WPS,20,21,29,147,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-045,Q-045,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:4bdaaa28252d41a2,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,fe39c4fe-84ac-5dbf-b60a-ea3e5befa4b5,6af6a140-458c-5188-b116-2f8430c69437,d69381d0-06ed-49bf-9fe1-6050d9374432:6af6a140-458c-5188-b116-2f8430c69437,anchor,Connect to the network and access the router > Types of logins,21,21,31,228,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-045,Q-045,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:4bdaaa28252d41a2,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,fe39c4fe-84ac-5dbf-b60a-ea3e5befa4b5,1d46b169-4281-5310-a71d-73f58afbd283,d69381d0-06ed-49bf-9fe1-6050d9374432:1d46b169-4281-5310-a71d-73f58afbd283,parent_subtree_child,Connect to the network and access the router > Use a web browser to access the router,21,21,33,80,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-045,Q-045,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:4bdaaa28252d41a2,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,fe39c4fe-84ac-5dbf-b60a-ea3e5befa4b5,261ec35c-16b7-56d5-99a9-503c4c3ba0be,d69381d0-06ed-49bf-9fe1-6050d9374432:261ec35c-16b7-56d5-99a9-503c4c3ba0be,parent_subtree_child,Connect to the network and access the router > Use a web browser to access the router > Automatic Internet setup,21,23,35,744,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-045,Q-045,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:4bdaaa28252d41a2,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,fe39c4fe-84ac-5dbf-b60a-ea3e5befa4b5,b9937b70-a336-5587-80b2-44b7567807fd,d69381d0-06ed-49bf-9fe1-6050d9374432:b9937b70-a336-5587-80b2-44b7567807fd,parent_subtree_child,Connect to the network and access the router > Use a web browser to access the router > Log in to the router,23,23,37,206,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-045,Q-045,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:4bdaaa28252d41a2,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,fe39c4fe-84ac-5dbf-b60a-ea3e5befa4b5,7d31218a-8510-586c-9d5e-5bf879b2139f,d69381d0-06ed-49bf-9fe1-6050d9374432:7d31218a-8510-586c-9d5e-5bf879b2139f,parent_subtree_child,Connect to the network and access the router > Install and manage your router with the Nighthawk app,23,24,39,297,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-045,Q-045,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:4bdaaa28252d41a2,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,fe39c4fe-84ac-5dbf-b60a-ea3e5befa4b5,dfee3773-69cd-5ee3-b119-604a4e77696d,d69381d0-06ed-49bf-9fe1-6050d9374432:dfee3773-69cd-5ee3-b119-604a4e77696d,parent_subtree_child,Connect to the network and access the router > Change the language,24,24,41,177,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-046,Q-046,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7dcc6744e0e7954c,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,71649faa-dd37-59cb-9f3d-b4cfd671875d,035c81e3-b10a-52dc-8b00-522d825562d0,d69381d0-06ed-49bf-9fe1-6050d9374432:035c81e3-b10a-52dc-8b00-522d825562d0,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet connections,32,33,59,266,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-046,Q-046,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7dcc6744e0e7954c,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,71649faa-dd37-59cb-9f3d-b4cfd671875d,91f0bcc3-caab-5a3a-8895-c02fc23ee069,d69381d0-06ed-49bf-9fe1-6050d9374432:91f0bcc3-caab-5a3a-8895-c02fc23ee069,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet connections > Requirements for entering IPv6 addresses,33,33,61,94,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-046,Q-046,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7dcc6744e0e7954c,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,71649faa-dd37-59cb-9f3d-b4cfd671875d,269f6592-29ff-59aa-bc70-068bab8f5d37,d69381d0-06ed-49bf-9fe1-6050d9374432:269f6592-29ff-59aa-bc70-068bab8f5d37,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet connections > Use auto detect for an IPv6 Internet connection,33,34,63,567,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-046,Q-046,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7dcc6744e0e7954c,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,71649faa-dd37-59cb-9f3d-b4cfd671875d,cf568022-8152-52b0-aef0-cb6d9ac1cda6,d69381d0-06ed-49bf-9fe1-6050d9374432:cf568022-8152-52b0-aef0-cb6d9ac1cda6,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet connections > Set up an IPv6 6to4 tunnel Internet connection,34,36,65,690,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-046,Q-046,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7dcc6744e0e7954c,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,71649faa-dd37-59cb-9f3d-b4cfd671875d,f02b327f-e424-5fbd-884a-afa982cfba97,d69381d0-06ed-49bf-9fe1-6050d9374432:f02b327f-e424-5fbd-884a-afa982cfba97,anchor,Specify Your Internet Settings > Specify IPv6 Internet connections > Set up an IPv6 pass-through Internet connection,36,36,67,221,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-046,Q-046,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7dcc6744e0e7954c,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,71649faa-dd37-59cb-9f3d-b4cfd671875d,4a9ce789-e3b1-555b-a082-3e0ead079683,d69381d0-06ed-49bf-9fe1-6050d9374432:4a9ce789-e3b1-555b-a082-3e0ead079683,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet connections > Set up an IPv6 fixed Internet connection,37,38,69,534,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-046,Q-046,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7dcc6744e0e7954c,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,71649faa-dd37-59cb-9f3d-b4cfd671875d,dc422621-24b7-54e5-a4f4-04d08a64a03c,d69381d0-06ed-49bf-9fe1-6050d9374432:dc422621-24b7-54e5-a4f4-04d08a64a03c,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet connections > Set up an IPv6 DHCP Internet connection,38,39,71,803,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-046,Q-046,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7dcc6744e0e7954c,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,71649faa-dd37-59cb-9f3d-b4cfd671875d,6e92a69d-373f-5098-bee7-50bde9df8f04,d69381d0-06ed-49bf-9fe1-6050d9374432:6e92a69d-373f-5098-bee7-50bde9df8f04,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet connections > Set up an IPv6 PPPoE Internet connection,40,41,73,884,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-046,Q-046,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7dcc6744e0e7954c,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,71649faa-dd37-59cb-9f3d-b4cfd671875d,bfb01473-83e4-52e3-ab1d-0f74fe7aa76f,d69381d0-06ed-49bf-9fe1-6050d9374432:bfb01473-83e4-52e3-ab1d-0f74fe7aa76f,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet connections > Use auto config for an IPv6 Internet connection,41,43,75,810,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-046,Q-046,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7dcc6744e0e7954c,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,71649faa-dd37-59cb-9f3d-b4cfd671875d,063dbf2c-3f69-5f4e-b782-908e3f98521f,d69381d0-06ed-49bf-9fe1-6050d9374432:063dbf2c-3f69-5f4e-b782-908e3f98521f,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet connections > Set up an IPv6 6rd Internet connection,43,45,77,929,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-047,Q-047,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:b393aec4e5f20ee4,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,4900f0c8-519f-5c54-8fa0-5b06807ead9e,ed82bf09-928a-5551-a54b-630fd1a56b36,d69381d0-06ed-49bf-9fe1-6050d9374432:ed82bf09-928a-5551-a54b-630fd1a56b36,parent_subtree_child,Manage Network Settings,69,69,129,253,nearest_ancestor_bounded_window,candidate,anchor_or_parent_subtree_child
Q-047,Q-047,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:b393aec4e5f20ee4,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,4900f0c8-519f-5c54-8fa0-5b06807ead9e,304579c0-2505-541b-9272-41a33abdc404,d69381d0-06ed-49bf-9fe1-6050d9374432:304579c0-2505-541b-9272-41a33abdc404,anchor,Manage Network Settings > View or change the WAN settings,70,71,131,623,nearest_ancestor_bounded_window,candidate,anchor_or_parent_subtree_child
Q-047,Q-047,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:b393aec4e5f20ee4,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,4900f0c8-519f-5c54-8fa0-5b06807ead9e,e4751896-a4ff-513a-b8f7-bc2d01f03f3e,d69381d0-06ed-49bf-9fe1-6050d9374432:e4751896-a4ff-513a-b8f7-bc2d01f03f3e,parent_subtree_child,Manage Network Settings > Set up a default DMZ server,71,72,133,438,nearest_ancestor_bounded_window,candidate,anchor_or_parent_subtree_child
Q-047,Q-047,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:b393aec4e5f20ee4,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,4900f0c8-519f-5c54-8fa0-5b06807ead9e,68fcd3bc-86dc-5257-9f12-7a71b0bc92b9,d69381d0-06ed-49bf-9fe1-6050d9374432:68fcd3bc-86dc-5257-9f12-7a71b0bc92b9,parent_subtree_child,Manage Network Settings > Change the router’s device name,72,72,135,188,nearest_ancestor_bounded_window,candidate,anchor_or_parent_subtree_child
