question_id,outline_frame_id,outline_id,document_id,filename,product_model,heading_text,section_path,page_start,page_end,page_bin,direct_source_frame_ids,question_family,language,selection_seed,slot_status,review_status,question_pair_id
Q-149,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:8d66e90b801f07f3,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:8d66e90b801f07f3,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Change the WiFi password or the WiFi security,Manage Network Settings > Change the WiFi password or the WiFi security,80,82,P3,d69381d0-06ed-49bf-9fe1-6050d9374432:0f01b620-ac86-5a3e-bacb-6893a15e210e,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-049
Q-050,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:30e6bc1f5ecbb7b4,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:30e6bc1f5ecbb7b4,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Connect a USB storage device to the router,Share USB Storage Devices Attached to the Router > Connect a USB storage device to the router,123,123,P4,d69381d0-06ed-49bf-9fe1-6050d9374432:bb9735df-2bc3-50f1-9fb8-2235613d714e,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-050
Q-150,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:30e6bc1f5ecbb7b4,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:30e6bc1f5ecbb7b4,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Connect a USB storage device to the router,Share USB Storage Devices Attached to the Router > Connect a USB storage device to the router,123,123,P4,d69381d0-06ed-49bf-9fe1-6050d9374432:bb9735df-2bc3-50f1-9fb8-2235613d714e,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-050
Q-051,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7e8558c76cede228,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7e8558c76cede228,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Add a network folder on a USB storage device,Share USB Storage Devices Attached to the Router > Add a network folder on a USB storage device,130,131,P4,d69381d0-06ed-49bf-9fe1-6050d9374432:9d1e53fd-0a2d-51bd-bb64-2521b239e8f3,setup_configuration,en,20260831,open,authoring_context_reviewed,Q-051
Q-151,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7e8558c76cede228,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7e8558c76cede228,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Add a network folder on a USB storage device,Share USB Storage Devices Attached to the Router > Add a network folder on a USB storage device,130,131,P4,d69381d0-06ed-49bf-9fe1-6050d9374432:9d1e53fd-0a2d-51bd-bb64-2521b239e8f3,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-051
Q-052,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:6bfd2d1ed7baea6f,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:6bfd2d1ed7baea6f,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Change the Dynamic DNS settings,Use Dynamic DNS to Access USB Storage Devices Through the Internet > Set up and manage Dynamic DNS > Change the Dynamic DNS settings,136,136,P4,d69381d0-06ed-49bf-9fe1-6050d9374432:d7d2bc93-72bb-53d6-945c-0708fde2888b,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-052
Q-152,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:6bfd2d1ed7baea6f,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:6bfd2d1ed7baea6f,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Change the Dynamic DNS settings,Use Dynamic DNS to Access USB Storage Devices Through the Internet > Set up and manage Dynamic DNS > Change the Dynamic DNS settings,136,136,P4,d69381d0-06ed-49bf-9fe1-6050d9374432:d7d2bc93-72bb-53d6-945c-0708fde2888b,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-052
Q-053,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:0d5b6e0a7ba7bfe2,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:0d5b6e0a7ba7bfe2,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,How the router implements the port forwarding rule,Manage port forwarding and port triggering > Manage port forwarding to a local server > How the router implements the port forwarding rule,158,158,P5,d69381d0-06ed-49bf-9fe1-6050d9374432:cf516841-9648-5ad0-aaaa-b65b9c5d85aa,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-053
Q-153,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:0d5b6e0a7ba7bfe2,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:0d5b6e0a7ba7bfe2,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,How the router implements the port forwarding rule,Manage port forwarding and port triggering > Manage port forwarding to a local server > How the router implements the port forwarding rule,158,158,P5,d69381d0-06ed-49bf-9fe1-6050d9374432:cf516841-9648-5ad0-aaaa-b65b9c5d85aa,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-053
Q-054,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:392ff4fbd7ee9772,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:392ff4fbd7ee9772,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Troubleshoot WiFi connectivity,Troubleshooting > Troubleshoot WiFi connectivity,169,169,P5,d69381d0-06ed-49bf-9fe1-6050d9374432:48b55cf6-5b08-527e-bd26-f4183bca41e2,troubleshooting_diagnostics,en,20260831,open,authoring_context_reviewed,Q-054
Q-154,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:392ff4fbd7ee9772,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:392ff4fbd7ee9772,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Troubleshoot WiFi connectivity,Troubleshooting > Troubleshoot WiFi connectivity,169,169,P5,d69381d0-06ed-49bf-9fe1-6050d9374432:48b55cf6-5b08-527e-bd26-f4183bca41e2,troubleshooting_diagnostics,id,20260831,open,authoring_context_reviewed,Q-054
Q-055,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:41c9cb735a542932,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:41c9cb735a542932,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Factory settings,Supplemental Information > Factory settings,173,174,P5,d69381d0-06ed-49bf-9fe1-6050d9374432:7059c14f-c840-5863-9050-2518f69aa8d5,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-055
Q-155,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:41c9cb735a542932,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:41c9cb735a542932,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Factory settings,Supplemental Information > Factory settings,173,174,P5,d69381d0-06ed-49bf-9fe1-6050d9374432:7059c14f-c840-5863-9050-2518f69aa8d5,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-055
Q-056,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:79aeb7edd70d3319,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:79aeb7edd70d3319,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Position your router,Hardware Setup > Position your router,14,14,P1,e65eaa31-8579-448d-a22c-88a8fde64409:f42f57b0-65cd-5982-935c-289c54636287,troubleshooting_diagnostics,en,20260831,open,authoring_context_reviewed,Q-056
Q-156,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:79aeb7edd70d3319,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:79aeb7edd70d3319,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Position your router,Hardware Setup > Position your router,14,14,P1,e65eaa31-8579-448d-a22c-88a8fde64409:f42f57b0-65cd-5982-935c-289c54636287,troubleshooting_diagnostics,id,20260831,open,authoring_context_reviewed,Q-056
Q-057,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:41ba92c1cd759ea9,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:41ba92c1cd759ea9,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Connect to the router WiFi network,Connect to the Network and Access the Router > Connect to the router network > Connect to the router WiFi network,18,18,P1,e65eaa31-8579-448d-a22c-88a8fde64409:e00425b6-15d6-5234-b2e5-d0f194e4e777,setup_configuration,en,20260831,open,authoring_context_reviewed,Q-057
Q-157,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:41ba92c1cd759ea9,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:41ba92c1cd759ea9,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Connect to the router WiFi network,Connect to the Network and Access the Router > Connect to the router network > Connect to the router WiFi network,18,18,P1,e65eaa31-8579-448d-a22c-88a8fde64409:e00425b6-15d6-5234-b2e5-d0f194e4e777,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-057
Q-058,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:5c59851a56345ebf,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:5c59851a56345ebf,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Use auto config for an IPv6 Internet connection,Specify Your Internet Settings > Specify IPv6 Internet connections > Use auto config for an IPv6 Internet connection,36,38,P2,e65eaa31-8579-448d-a22c-88a8fde64409:e87e22a2-a89c-58a7-9ff2-ff82463e19a7,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-058
Q-158,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:5c59851a56345ebf,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:5c59851a56345ebf,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Use auto config for an IPv6 Internet connection,Specify Your Internet Settings > Specify IPv6 Internet connections > Use auto config for an IPv6 Internet connection,36,38,P2,e65eaa31-8579-448d-a22c-88a8fde64409:e87e22a2-a89c-58a7-9ff2-ff82463e19a7,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-058
Q-059,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:121e62ef30e6e2d8,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:121e62ef30e6e2d8,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Manage allowed devices currently not on the network,Control Access to the Internet > Network access control list > Manage allowed devices currently not on the network,45,47,P2,e65eaa31-8579-448d-a22c-88a8fde64409:03914fcb-62c9-5345-8ab2-2475379fe1be,troubleshooting_diagnostics,en,20260831,open,authoring_context_reviewed,Q-059
Q-159,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:121e62ef30e6e2d8,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:121e62ef30e6e2d8,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Manage allowed devices currently not on the network,Control Access to the Internet > Network access control list > Manage allowed devices currently not on the network,45,47,P2,e65eaa31-8579-448d-a22c-88a8fde64409:03914fcb-62c9-5345-8ab2-2475379fe1be,troubleshooting_diagnostics,id,20260831,open,authoring_context_reviewed,Q-059
Q-060,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:f362300bbbc0324c,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:f362300bbbc0324c,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Enable Dynamic QoS,Optimize Performance > Use Dynamic QoS to optimize Internet traffic management > Enable Dynamic QoS,86,87,P3,e65eaa31-8579-448d-a22c-88a8fde64409:d2849132-6a3d-520c-8f2c-bd5e904e522d,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-060
Q-160,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:f362300bbbc0324c,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:f362300bbbc0324c,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Enable Dynamic QoS,Optimize Performance > Use Dynamic QoS to optimize Internet traffic management > Enable Dynamic QoS,86,87,P3,e65eaa31-8579-448d-a22c-88a8fde64409:d2849132-6a3d-520c-8f2c-bd5e904e522d,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-060
Q-061,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:41d86e3c0982faa9,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:41d86e3c0982faa9,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Manually update the dynamic QoS database,Optimize Performance > Use Dynamic QoS to optimize Internet traffic management > Manually update the dynamic QoS database,87,88,P3,e65eaa31-8579-448d-a22c-88a8fde64409:93ffa849-c75e-5120-be9a-d99bb0eed70b,troubleshooting_diagnostics,en,20260831,open,authoring_context_reviewed,Q-061
Q-161,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:41d86e3c0982faa9,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:41d86e3c0982faa9,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Manually update the dynamic QoS database,Optimize Performance > Use Dynamic QoS to optimize Internet traffic management > Manually update the dynamic QoS database,87,88,P3,e65eaa31-8579-448d-a22c-88a8fde64409:93ffa849-c75e-5120-be9a-d99bb0eed70b,troubleshooting_diagnostics,id,20260831,open,authoring_context_reviewed,Q-061
Q-062,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:5ae513b79530a608,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:5ae513b79530a608,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Erase the settings,Manage Your Router > Manage the router configuration file > Erase the settings,104,105,P4,e65eaa31-8579-448d-a22c-88a8fde64409:03a4fccb-bb0c-56ec-b67b-eee79c190813,troubleshooting_diagnostics,en,20260831,open,authoring_context_reviewed,Q-062
Q-162,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:5ae513b79530a608,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:5ae513b79530a608,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Erase the settings,Manage Your Router > Manage the router configuration file > Erase the settings,104,105,P4,e65eaa31-8579-448d-a22c-88a8fde64409:03a4fccb-bb0c-56ec-b67b-eee79c190813,troubleshooting_diagnostics,id,20260831,open,authoring_context_reviewed,Q-062
Q-063,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:8b9e84b41a8e2327,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:8b9e84b41a8e2327,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,About VPN connections,Use OpenVPN to Access Your Network > About VPN connections,128,128,P4,e65eaa31-8579-448d-a22c-88a8fde64409:a13c3553-78f9-5ede-9cd9-390daad977b6,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-063
Q-163,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:8b9e84b41a8e2327,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:8b9e84b41a8e2327,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,About VPN connections,Use OpenVPN to Access Your Network > About VPN connections,128,128,P4,e65eaa31-8579-448d-a22c-88a8fde64409:a13c3553-78f9-5ede-9cd9-390daad977b6,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-063
Q-064,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:4961dff6fcaa17d5,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:4961dff6fcaa17d5,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Block VPN client Internet access in the router,Use OpenVPN to Access Your Network > Use VPN to access your Internet service at home > Block VPN client Internet access in the router,136,137,P5,e65eaa31-8579-448d-a22c-88a8fde64409:01143d51-a727-543c-b607-948530c2902c,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-064
Q-164,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:4961dff6fcaa17d5,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:4961dff6fcaa17d5,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Block VPN client Internet access in the router,Use OpenVPN to Access Your Network > Use VPN to access your Internet service at home > Block VPN client Internet access in the router,136,137,P5,e65eaa31-8579-448d-a22c-88a8fde64409:01143d51-a727-543c-b607-948530c2902c,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-064
Q-065,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:4c371fdde86b5510,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:4c371fdde86b5510,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Delete a port forwarding entry,Manage Port Forwarding and Port Triggering > Manage port forwarding to a local server > Delete a port forwarding entry,142,142,P5,e65eaa31-8579-448d-a22c-88a8fde64409:af31b6ec-73a8-5529-8fa5-da1f467d1bef,troubleshooting_diagnostics,en,20260831,open,authoring_context_reviewed,Q-065
Q-165,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:4c371fdde86b5510,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:4c371fdde86b5510,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Delete a port forwarding entry,Manage Port Forwarding and Port Triggering > Manage port forwarding to a local server > Delete a port forwarding entry,142,142,P5,e65eaa31-8579-448d-a22c-88a8fde64409:af31b6ec-73a8-5529-8fa5-da1f467d1bef,troubleshooting_diagnostics,id,20260831,open,authoring_context_reviewed,Q-065
Q-066,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:3d0101989fca1bb6,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:3d0101989fca1bb6,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Test the path from a Windows-based computer to a remote device,Troubleshooting > Troubleshoot your network using the ping utility > Test the path from a Windows-based computer to a remote device,156,156,P5,e65eaa31-8579-448d-a22c-88a8fde64409:d6a2438e-ce2e-5744-b23d-64355bb7f3b2,troubleshooting_diagnostics,en,20260831,open,authoring_context_reviewed,Q-066
Q-166,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:3d0101989fca1bb6,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:3d0101989fca1bb6,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Test the path from a Windows-based computer to a remote device,Troubleshooting > Troubleshoot your network using the ping utility > Test the path from a Windows-based computer to a remote device,156,156,P5,e65eaa31-8579-448d-a22c-88a8fde64409:d6a2438e-ce2e-5744-b23d-64355bb7f3b2,troubleshooting_diagnostics,id,20260831,open,authoring_context_reviewed,Q-066
Q-067,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:51a6513bbc2a11e3,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:51a6513bbc2a11e3,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Find and connect to the WiFi network,Connect to the network and access the router > Connect to the network > Find and connect to the WiFi network,20,20,P1,57d18421-8c71-47bc-992e-0d0dfdcdbbea:a3662689-f8b9-5c28-8c0a-b2185487bec9,setup_configuration,en,20260831,open,authoring_context_reviewed,Q-067
Q-167,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:51a6513bbc2a11e3,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:51a6513bbc2a11e3,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Find and connect to the WiFi network,Connect to the network and access the router > Connect to the network > Find and connect to the WiFi network,20,20,P1,57d18421-8c71-47bc-992e-0d0dfdcdbbea:a3662689-f8b9-5c28-8c0a-b2185487bec9,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-067
Q-068,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:f3161081da6e6415,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:f3161081da6e6415,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Automatic Internet Setup,Connect to the network and access the router > Use a web browser to access the router > Automatic Internet Setup,22,23,P1,57d18421-8c71-47bc-992e-0d0dfdcdbbea:feb09c00-0fd2-5b2c-ae97-969bd349df0e,troubleshooting_diagnostics,en,20260831,open,authoring_context_reviewed,Q-068
Q-168,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:f3161081da6e6415,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:f3161081da6e6415,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Automatic Internet Setup,Connect to the network and access the router > Use a web browser to access the router > Automatic Internet Setup,22,23,P1,57d18421-8c71-47bc-992e-0d0dfdcdbbea:feb09c00-0fd2-5b2c-ae97-969bd349df0e,troubleshooting_diagnostics,id,20260831,open,authoring_context_reviewed,Q-068
Q-069,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:88cdae4e848e09b9,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:88cdae4e848e09b9,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,MTU concepts,Specify Your Internet Settings > Manage the MTU size > MTU concepts,44,46,P2,57d18421-8c71-47bc-992e-0d0dfdcdbbea:eae4f314-abe4-5229-ac3e-d9cc4c571b27,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-069
Q-169,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:88cdae4e848e09b9,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:88cdae4e848e09b9,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,MTU concepts,Specify Your Internet Settings > Manage the MTU size > MTU concepts,44,46,P2,57d18421-8c71-47bc-992e-0d0dfdcdbbea:eae4f314-abe4-5229-ac3e-d9cc4c571b27,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-069
Q-070,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:bbfec0ebd44bf9d9,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:bbfec0ebd44bf9d9,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Disable the DHCP server feature in the router,Manage Network Settings > Disable the DHCP server feature in the router,64,65,P2,57d18421-8c71-47bc-992e-0d0dfdcdbbea:8dba79ed-9bf8-5cb2-833b-a493317e765e,setup_configuration,en,20260831,open,authoring_context_reviewed,Q-070
Q-170,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:bbfec0ebd44bf9d9,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:bbfec0ebd44bf9d9,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Disable the DHCP server feature in the router,Manage Network Settings > Disable the DHCP server feature in the router,64,65,P2,57d18421-8c71-47bc-992e-0d0dfdcdbbea:8dba79ed-9bf8-5cb2-833b-a493317e765e,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-070
Q-071,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:9738f3c7fd6b99bc,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:9738f3c7fd6b99bc,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Enable or disable 20/40 MHz coexistence for the 2.4 GHz radio,Manage Network Settings > Enable or disable 20/40 MHz coexistence for the 2.4 GHz radio,79,80,P3,57d18421-8c71-47bc-992e-0d0dfdcdbbea:33088b55-3bd9-50bd-8652-c3cd7fd2d88f,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-071
Q-171,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:9738f3c7fd6b99bc,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:9738f3c7fd6b99bc,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Enable or disable 20/40 MHz coexistence for the 2.4 GHz radio,Manage Network Settings > Enable or disable 20/40 MHz coexistence for the 2.4 GHz radio,79,80,P3,57d18421-8c71-47bc-992e-0d0dfdcdbbea:33088b55-3bd9-50bd-8652-c3cd7fd2d88f,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-071
Q-072,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:fbc9501ac3f3021b,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:fbc9501ac3f3021b,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,View or Change the Router Ethernet Port Aggregation Mode,Manage Network Settings > Manage Ethernet Port Aggregation to a LAN Device > View or Change the Router Ethernet Port Aggregation Mode,98,99,P3,57d18421-8c71-47bc-992e-0d0dfdcdbbea:09ef238c-cabe-5ea4-9616-24e57ee8f002,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-072
Q-172,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:fbc9501ac3f3021b,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:fbc9501ac3f3021b,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,View or Change the Router Ethernet Port Aggregation Mode,Manage Network Settings > Manage Ethernet Port Aggregation to a LAN Device > View or Change the Router Ethernet Port Aggregation Mode,98,99,P3,57d18421-8c71-47bc-992e-0d0dfdcdbbea:09ef238c-cabe-5ea4-9616-24e57ee8f002,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-072
Q-073,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:b501c092002a51d8,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:b501c092002a51d8,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Monitor Internet traffic,Manage Your Router > Monitor Internet traffic,109,111,P4,57d18421-8c71-47bc-992e-0d0dfdcdbbea:04f1b52b-9f18-591e-ac0a-b16ee4a34dad,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-073
Q-173,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:b501c092002a51d8,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:b501c092002a51d8,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Monitor Internet traffic,Manage Your Router > Monitor Internet traffic,109,111,P4,57d18421-8c71-47bc-992e-0d0dfdcdbbea:04f1b52b-9f18-591e-ac0a-b16ee4a34dad,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-073
