question_id,question_pair_id,outline_frame_id,document_id,filename,product_model,section_path,question_family,language,question,answer,context_block_ids,evidence_block_ids,review_status
Q-094,Q-094,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:2a1f86ae07dbb7ba,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Manage the Router’s WiFi Settings > Configure WPA/WPA2 enterprise WiFi security,features_security_maintenance_limitations,en,What do I need for business-style Wi-Fi security on the XR500?,Enterprise Wi-Fi security requires access to a RADIUS server. Use a wired connection while changing the main Wi-Fi settings.,"[""e8550a88-ca9e-5dc2-8bb3-4dd7ff222c8d""]","[""e8550a88-ca9e-5dc2-8bb3-4dd7ff222c8d""]",auto_validated
Q-095,Q-095,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:9605907c7bf37548,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Share USB Storage Devices Attached to the Router > Approve USB devices,features_security_maintenance_limitations,en,How can I allow only approved USB devices on the XR500?,"Open USB Settings, choose Approved Devices, select a device from the available list, and confirm the change.","[""dee55ef8-729a-51e5-9b1c-29cce4910ea6""]","[""dee55ef8-729a-51e5-9b1c-29cce4910ea6""]",auto_validated
Q-096,Q-096,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:6096909eb580ff0a,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Use Dynamic DNS to Access USB Storage Devices Through the Internet > Access USB storage devices through the Internet > Set up FTP access through the Internet,features_security_maintenance_limitations,en,How do I share USB storage over the internet from the XR500?,"Enable FTP via internet in ReadySHARE Storage, then edit the USB share and limit read/write access to admin if desired.","[""1d4788df-374d-52e0-a31b-c406a91abfcc""]","[""1d4788df-374d-52e0-a31b-c406a91abfcc""]",auto_validated
Q-097,Q-097,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:3dba8dc2dd4b2305,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Use Dynamic DNS to Access USB Storage Devices Through the Internet > Access USB storage devices through the Internet > Use FTP to access storage devices through the Internet,features_security_maintenance_limitations,en,How can I access XR500 USB files from another computer?,"Set up FTP over the internet, then use a browser or FTP client with the router's internet address or DDNS name and an allowed account.","[""9c7f8f5e-dadb-5ed0-b8be-baa2f11349a8""]","[""9c7f8f5e-dadb-5ed0-b8be-baa2f11349a8""]",auto_validated
Q-098,Q-098,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:65bda46f8a067355,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Use OpenVPN to Access Your Network > Install OpenVPN software on a VPN client > Install OpenVPN software on an Android device,features_security_maintenance_limitations,en,How can I use the XR500 VPN service on Android?,"Install OpenVPN Connect from Google Play, enable VPN Service on the router, download the smartphone configuration, and import it into Android.","[""65a39d84-6b18-50df-b32a-a7d46fbe2cfc""]","[""65a39d84-6b18-50df-b32a-a7d46fbe2cfc""]",auto_validated
Q-099,Q-099,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:f34b65066a692479,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Use VPN to Access An External Network > Enable the VPN client in the router and connect to a VPN server,features_security_maintenance_limitations,en,What do I need before using the XR500 with a commercial VPN?,"The router has a defined provider, but a commercial VPN may require that provider's license. Enable VPN Client and enter the requested credentials.","[""36995834-66ad-5975-9724-aa9f228f5502""]","[""36995834-66ad-5975-9724-aa9f228f5502""]",auto_validated
Q-100,Q-100,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:dd5db5544af2935a,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Manage and Customize Internet Traffic Rules for Ports > Manage port triggering for services and applications > Add a port triggering service or application,features_security_maintenance_limitations,en,How do I make a game or app work through the XR500?,"Create a port-triggering rule for the game or app, choose its protocol and ports, and save the service.","[""75118c37-2376-50c5-b907-2ae6d10da16e""]","[""75118c37-2376-50c5-b907-2ae6d10da16e""]",auto_validated
Q-101,Q-001,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:e271e0b47a14e4d5,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa,netgear-cm2000.pdf,CM2000,Hardware Setup > Rear Panel,facts_specifications,id,"Apa saja tombol dan sambungan di belakang CM2000, dan apa yang terjadi jika Reset ditahan?","Panel belakang memiliki tombol Reset, port Ethernet, port kabel koaksial, dan konektor daya. Menahan Reset minimal tujuh detik membuat LED Power berkedip putih dan mengembalikan modem ke setelan pabrik.","[""724d26e2-ed75-5043-b025-de4c01da0714""]","[""724d26e2-ed75-5043-b025-de4c01da0714""]",auto_validated
Q-102,Q-002,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:7cd40e7c102d4666,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa,netgear-cm2000.pdf,CM2000,Hardware Setup > Label,facts_specifications,id,Di mana saya bisa menemukan informasi login dan nomor seri CM2000?,"Label mencantumkan informasi login modem, alamat MAC, dan nomor seri.","[""b9899548-cfa5-5bb4-8284-7d82e663abd1""]","[""b9899548-cfa5-5bb4-8284-7d82e663abd1""]",auto_validated
Q-103,Q-003,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:4b622d7b00d4e652,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa,netgear-cm2000.pdf,CM2000,Hardware Setup > Install and Activate Your Cable Modem > Connect Your Cable Modem to a Router After Installation and Activation,setup_configuration,id,"Setelah layanan aktif, bagaimana cara menghubungkan CM2000 ke router saya?","Nyalakan ulang modem dan tunggu LED Internet menyala putih tetap. Hubungkan port Ethernet modem ke port WAN/Internet router, nyalakan router, lalu sambungkan komputer ke router.","[""8fd1b794-0507-59d3-88fa-2209736ef6da""]","[""8fd1b794-0507-59d3-88fa-2209736ef6da""]",auto_validated
Q-104,Q-004,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:98f6c2f591f61009,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa,netgear-cm2000.pdf,CM2000,Manage Your Network > Change the admin password,setup_configuration,id,Bagaimana cara mengganti kata sandi administrator CM2000?,"Gunakan kata sandi aman 6–32 karakter berisi huruf besar-kecil, angka, dan simbol. Buka 192.168.100.1, masuk sebagai admin, pilih ADVANCED > Administration > Set Password, masukkan kata sandi lama dan baru, lalu Apply.","[""0de5a970-8b6a-5e57-ba98-6f57671a841c""]","[""0de5a970-8b6a-5e57-ba98-6f57671a841c""]",auto_validated
Q-105,Q-005,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:6a53389304868c8b,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa,netgear-cm2000.pdf,CM2000,Manage Your Network > View cable modem initialization,facts_specifications,id,Bagaimana saya tahu bahwa CM2000 sudah selesai menyala?,"Modem memindai frekuensi, menyiapkan kanal, mendapatkan alamat WAN, lalu tersambung ke internet. Statusnya dapat dilihat di Cable Connection pada bagian Startup Procedure dan channel.","[""eb2ebf98-481f-54be-b4a3-56ea1bdf5749""]","[""eb2ebf98-481f-54be-b4a3-56ea1bdf5749""]",auto_validated
Q-106,Q-006,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:922aff4d97250b1a,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa,netgear-cm2000.pdf,CM2000,Manage Your Network > Reset the cable modem to factory default settings > Use the factory reset software button,troubleshooting_diagnostics,id,Bagaimana cara mengembalikan CM2000 ke setelan awal dari halaman pengaturannya?,"Masuk ke 192.168.100.1, pilih ADVANCED > Factory reset, lalu konfirmasi OK. Konfigurasi dihapus dan modem menyala ulang sekitar satu menit; jangan menutup browser atau mematikan modem.","[""62f9a09d-d5a8-5805-8b92-4d0be62383ce""]","[""62f9a09d-d5a8-5805-8b92-4d0be62383ce""]",auto_validated
Q-107,Q-007,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:25d276b399cc0e63,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa,netgear-cm2000.pdf,CM2000,Manage Your Network > Reset the cable modem to factory default settings > Use the reset button on the back panel,troubleshooting_diagnostics,id,Bagaimana cara mereset CM2000 memakai tombol pada perangkat?,Tekan tombol Reset di belakang dengan penjepit kertas sampai modem menyala ulang. Setelan kembali ke pabrik dan prosesnya sekitar satu menit.,"[""c5c4c17f-c329-5b9c-837f-7d33e641682f""]","[""c5c4c17f-c329-5b9c-837f-7d33e641682f""]",auto_validated
Q-108,Q-008,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:a071a10fef9360ce,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa,netgear-cm2000.pdf,CM2000,Troubleshooting > Cannot log in to the cable modem,troubleshooting_diagnostics,id,Saya tidak bisa masuk ke CM2000. Apa yang perlu diperiksa lebih dulu?,"Periksa kabel Ethernet, browser, huruf kecil pada admin, Caps Lock, dan alamat komputer. Klik Apply agar perubahan tersimpan.","[""85bd9c8e-a264-5649-acbc-73648b7ce861""]","[""85bd9c8e-a264-5649-acbc-73648b7ce861""]",auto_validated
Q-109,Q-009,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:b934612f8b7cd99e,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa,netgear-cm2000.pdf,CM2000,Supplemental Information > Technical Specifications,facts_specifications,id,"Apa spesifikasi dasar daya, ukuran, port, dan batas penggunaan CM2000?","Adaptor menerima 110–120 V dan menghasilkan 12 VDC/1,5 A. Modem berukuran 6,8 × 3,7 × 8,2 inci, berbobot 1,02 lb, memiliki port 2,5 Gbps dan konektor koaksial, serta bekerja pada 0–40°C.","[""88695618-cf2a-5bf0-9a58-da1167d8f0c6""]","[""88695618-cf2a-5bf0-9a58-da1167d8f0c6""]",auto_validated
Q-110,Q-010,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:9238290c613deeba,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,Introduction and Hardware Overview > Install the Nano SIM Card,setup_configuration,id,Bagaimana cara memasukkan kartu SIM ke LM1200?,"Dapatkan nano-SIM dari provider, matikan modem, posisikan sesuai petunjuk, lalu masukkan kartu perlahan ke slot SIM.","[""37f50132-32d9-5fb0-a62d-366e401ac417""]","[""37f50132-32d9-5fb0-a62d-366e401ac417""]",auto_validated
Q-111,Q-011,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:48e34928377b828f,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,"Get Started > Connect a Computer, Switch, Hub, Router, or WiFi Router to the Modem > Connect a Computer to the LAN Port of the Modem",setup_configuration,id,Bagaimana cara menghubungkan satu komputer ke LM1200 dengan kabel jaringan?,Hubungkan kabel Ethernet yang disertakan dari port Ethernet komputer ke port LAN Gigabit di bagian belakang modem.,"[""36789817-932f-55f7-9c50-bb45d2df0cbe""]","[""36789817-932f-55f7-9c50-bb45d2df0cbe""]",auto_validated
Q-112,Q-012,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:38b50e33ee1e7189,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,Manage the Modem LAN Settings > Change the DHCP Server Settings,setup_configuration,id,Bagaimana cara mengubah pengaturan jaringan yang dibagikan LM1200 ke perangkat saya?,"Masuk ke 192.168.5.1, buka Settings > Advanced > LAN, ubah rentang alamat dan DNS, lalu Submit. Modem akan menyala ulang dan perangkat perlu mendapat alamat baru.","[""fa675707-eec3-5dae-b80f-46a21238adcf""]","[""fa675707-eec3-5dae-b80f-46a21238adcf""]",auto_validated
Q-113,Q-013,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:88b9a28663a8f104,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,Manage the Mobile Broadband Connection > Manually Connect to or Disconnect From the Mobile Broadband Network,setup_configuration,id,Bagaimana cara menyambungkan atau memutuskan LM1200 dari jaringan seluler secara manual?,"Matikan Auto Connect, masuk ke 192.168.5.1, lalu pilih Connect atau Disconnect pada dashboard dan tunggu hasilnya.","[""cf1f57e0-473a-57f3-8d91-a52b0070e80b""]","[""cf1f57e0-473a-57f3-8d91-a52b0070e80b""]",auto_validated
Q-114,Q-014,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:86696f313ad41e44,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,Secure Your Network > Manage Port Forwarding for Incoming Traffic > Remove a Service or Application for Port Forwarding,troubleshooting_diagnostics,id,Bagaimana cara menghapus aturan koneksi yang sudah tidak saya perlukan di LM1200?,"Masuk ke Settings > Advanced > Port Forwarding, lalu tekan tanda x di samping layanan yang ingin dihapus.","[""72dd6f50-8da8-5970-b90b-3a0719762e64""]","[""72dd6f50-8da8-5970-b90b-3a0719762e64""]",auto_validated
Q-115,Q-015,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:f8bc4360594722fe,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,Secure Your Network > Manage SIM Card Security > Disable SIM Card Security,features_security_maintenance_limitations,id,Apa yang perlu saya ketahui sebelum mematikan keamanan SIM di LM1200?,"Terlalu banyak PIN SIM yang salah dapat memblokir kartu dan memerlukan PUK dari provider. Setelah keamanan dimatikan dengan PIN benar, modem tidak lagi meminta PIN SIM saat tersambung.","[""eb06abbc-3f74-5ddc-bfd6-17572beb2155""]","[""eb06abbc-3f74-5ddc-bfd6-17572beb2155""]",auto_validated
Q-116,Q-016,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:65329abb6d0ed1e0,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,Manage the Modem and Monitor Usage and the Network > View Monthly Data and Session Data Usage,facts_specifications,id,Apa arti angka pemakaian data bulanan dan sesi saat ini di LM1200?,Pemakaian bulanan dihitung sejak awal siklus tagihan dan direset pada siklus berikutnya. Pemakaian sesi menghitung koneksi saat ini dan direset setiap sesi.,"[""7e1a62c7-f256-5d08-a456-a62949c30491""]","[""7e1a62c7-f256-5d08-a456-a62949c30491""]",auto_validated
Q-117,Q-017,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:623d8b68d20208e6,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,Frequently Asked Questions > How do I access the modem’s web pages?,facts_specifications,id,Di mana petunjuk untuk membuka pengaturan LM1200?,"Petunjuknya ada pada bagian Access the Modem’s Web Pages for the First Time, halaman 19.","[""43434cb0-0be2-5d97-be19-dfb7256b7c44""]","[""43434cb0-0be2-5d97-be19-dfb7256b7c44""]",auto_validated
Q-118,Q-018,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:6359ba84b27768d6,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,Alerts and Troubleshooting > Quick Tips for Troubleshooting,troubleshooting_diagnostics,id,LM1200 tidak mau tersambung. Apa yang perlu diperiksa untuk koneksi seluler dan kabel?,"Untuk seluler, periksa jangkauan, akun, posisi SIM, dan PIN. Untuk kabel, periksa kabel dan pastikan komputer memperoleh alamat otomatis.","[""82ef2627-a58c-55ae-ab74-3f865a33e979""]","[""82ef2627-a58c-55ae-ab74-3f865a33e979""]",auto_validated
Q-119,Q-019,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:540f7aed0e05d214,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,Alerts and Troubleshooting > Troubleshoot the Mobile Broadband Internet Connection > Obtain an Internet IP Address From Your Service Provider,troubleshooting_diagnostics,id,"Mengapa LM1200 tidak mendapat alamat internet, dan apa yang bisa saya lakukan?","Alamat 0.0.0.0 berarti modem belum memperoleh alamat internet dari provider. Periksa profil APN, nyalakan ulang modem, dan hubungi provider bila tetap gagal.","[""6f442d4b-b8ba-5fe7-b4e9-9e90463dc194""]","[""6f442d4b-b8ba-5fe7-b4e9-9e90463dc194""]",auto_validated
Q-120,Q-020,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:d0ee27b3b2631033,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Specify Your Internet Settings > Manually set up the Internet connection > Specify an Internet connection that uses a login and PPPoE service,troubleshooting_diagnostics,id,Bagaimana cara mengatur koneksi internet R6350 yang memerlukan nama pengguna dan kata sandi dari provider?,"Buka routerlogin.net, pilih Internet dan opsi login PPPoE, masukkan username/password provider, lalu Apply dan Test.","[""1190a45f-877b-5cd2-a8d9-5ab1c390c374""]","[""1190a45f-877b-5cd2-a8d9-5ab1c390c374""]",auto_validated
Q-121,Q-021,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:d330686b16c734af,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Specify Your Internet Settings > Specify IPv6 Internet connections > Set up an IPv6 6to4 tunnel Internet connection,troubleshooting_diagnostics,id,Apa yang harus siap sebelum R6350 digunakan dengan koneksi IPv6?,"Koneksi IPv4 harus sudah berfungsi. Pada pengaturan IPv6, pilih 6to4 Tunnel dan gunakan relay otomatis atau alamat yang diberikan provider.","[""ad49e55f-a53b-5c41-8bf1-a36c022c9b3b""]","[""ad49e55f-a53b-5c41-8bf1-a36c022c9b3b""]",auto_validated
Q-122,Q-022,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:fac12b6c6fd62dc2,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Specify Your Internet Settings > Manage the MTU size > Change the MTU size,troubleshooting_diagnostics,id,Apakah mengubah ukuran paket koneksi R6350 bisa membuat beberapa situs tidak terbuka?,"Nilai yang salah dapat membuat situs, login aman, atau FTP tidak terbuka. Ubah hanya bila perlu dan gunakan nilai 64–1500 sesuai koneksi.","[""d4e1d4fc-7655-51fc-8d81-af75a4b11734""]","[""d4e1d4fc-7655-51fc-8d81-af75a4b11734""]",auto_validated
Q-123,Q-023,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:f870b0410fe0711a,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Optimize Performance > Manage Default and Custom QoS Rules > Remove a QoS Rule,troubleshooting_diagnostics,id,Bagaimana cara menghapus aturan prioritas kecepatan di R6350?,"Buka ADVANCED > Setup > QoS Setup, pilih aturan pada tabel, tekan Delete, lalu Apply.","[""31b5dd16-326a-5e79-817f-c2585e0248a2""]","[""31b5dd16-326a-5e79-817f-c2585e0248a2""]",auto_validated
Q-124,Q-024,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:8ea5c049a8abf47b,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Share USB Storage Devices Attached to the Router > Manage Access to a Storage Device,setup_configuration,id,Apa saja yang bisa dilakukan dengan flash disk USB yang terhubung ke R6350?,"ReadySHARE dapat mengatur nama perangkat/workgroup dan akses jaringan, HTTP/HTTPS, FTP, termasuk akses dari internet dan perlindungan kata sandi.","[""0528f0b9-15e5-5482-9a68-0f02d2d61d68""]","[""0528f0b9-15e5-5482-9a68-0f02d2d61d68""]",auto_validated
Q-125,Q-025,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:902cbde304aea84b,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Share USB Storage Devices Attached to the Router > Edit a network folder on a USB storage device,setup_configuration,id,Bagaimana cara mengubah folder yang dibagikan dari flash disk USB?,"Buka ADVANCED > USB Storage > ReadySHARE, pilih folder pada perangkat USB, tekan Edit, ubah isinya, lalu Apply.","[""12d6aaad-d982-5f95-8b7d-63ba7706aba5""]","[""12d6aaad-d982-5f95-8b7d-63ba7706aba5""]",auto_validated
Q-126,Q-026,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c27c0cf701a42141,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Manage the WAN and LAN Network Settings > Manage VPN Pass-Through,facts_specifications,id,Apa fungsi VPN pass-through di R6350?,VPN pass-through memungkinkan komputer di rumah menerima lalu lintas VPN dari internet. Fitur ini aktif secara default dan tiap protokol bisa dimatikan.,"[""3fbed70d-f242-5a78-90cc-f0f2674fe5f7""]","[""3fbed70d-f242-5a78-90cc-f0f2674fe5f7""]",auto_validated
Q-127,Q-027,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:5283c300a58533cf,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Manage the WAN and LAN Network Settings > Set Up a Bridge for a Port Group or VLAN Tag Group > Set Up a Bridge for a Port Group,setup_configuration,id,Mengapa perangkat TV saya mungkin membutuhkan pengaturan bridge khusus di R6350?,Provider internet mungkin meminta bridge khusus saat perangkat IPTV terhubung agar lalu lintasnya tidak diproses NAT router.,"[""92de127d-5c3f-5d2a-a801-234fc3e5b014""]","[""92de127d-5c3f-5d2a-a801-234fc3e5b014""]",auto_validated
Q-128,Q-028,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:759d64cd684a03d3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Manage Your Router > Update the router firmware > Check for new firmware and update the router,troubleshooting_diagnostics,id,Bagaimana cara memeriksa dan memasang pembaruan R6350 dengan aman?,"Gunakan komputer berkabel, masuk ke routerlogin.net, buka Firmware Update, tekan Check, lalu pasang pembaruan yang tersedia.","[""2a3ade55-f893-5d78-8ead-3ff6b3d197c7""]","[""2a3ade55-f893-5d78-8ead-3ff6b3d197c7""]",auto_validated
Q-129,Q-029,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c406dcd0d505ed73,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Manage Your Router > Disable or Enable LED Blinking or Turn Off LEDs,features_security_maintenance_limitations,id,Apakah saya bisa mengubah cara lampu indikator R6350 berkedip?,"LED Control Settings dapat mempertahankan kedipan normal, mematikan kedipan lalu lintas, atau mematikan semua LED selain Power.","[""5a7fc3bd-5bd0-57b2-944d-5a981598dcf7""]","[""5a7fc3bd-5bd0-57b2-944d-5a981598dcf7""]",auto_validated
Q-130,Q-030,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:aaa110d73c5ebaf9,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Use VPN to Access Your Network > Install OpenVPN software > Install OpenVPN Software on an Android Device,setup_configuration,id,Bagaimana cara memakai layanan VPN R6350 di ponsel Android?,"Aktifkan VPN Service, unduh konfigurasi ponsel, pasang OpenVPN Connect dari Google Play, lalu impor berkas konfigurasi ke Android.","[""006d8e6b-77f6-54fa-826b-6d417979808f""]","[""006d8e6b-77f6-54fa-826b-6d417979808f""]",auto_validated
Q-131,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Troubleshooting > Troubleshoot Internet browsing,troubleshooting_diagnostics,id,"R6350 terlihat tersambung, tetapi situs web tidak terbuka. Apa yang harus diperiksa?","Periksa traffic meter, DNS komputer, dan alamat router sebagai gateway. Salah satu dari ketiganya dapat membuat situs tidak terbuka.","[""818e0932-f3ff-5602-b5b9-5f1d94d353ed""]","[""818e0932-f3ff-5602-b5b9-5f1d94d353ed""]",auto_validated
Q-132,Q-032,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:0cc5c443004437fd,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Connect to the Network and Access the Router > Connect to the Network > Wired Connection,facts_specifications,id,Apa yang terjadi ketika komputer disambungkan ke R7000 dengan kabel jaringan?,"Ketika kabel Ethernet disambungkan dari komputer ke port router, komputer masuk ke jaringan lokal router.","[""cf6a9c70-f40a-521b-8ee5-c0a7ff8c1279""]","[""cf6a9c70-f40a-521b-8ee5-c0a7ff8c1279""]",auto_validated
Q-133,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Specify Your Internet Settings > Use the Internet Setup Wizard,setup_configuration,id,Bagaimana cara membiarkan R7000 mengatur koneksi internet secara otomatis?,"Masuk ke routerlogin.net, buka ADVANCED > Setup Wizard, pilih Yes dan Next. Wizard akan mencari pengaturan internet yang sesuai.","[""9213a4bb-497e-56d3-be43-8791bb53a54e""]","[""9213a4bb-497e-56d3-be43-8791bb53a54e""]",auto_validated
Q-134,Q-034,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:f4bd6a547d16c31d,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Optimize Performance > Optimize Internet Streaming With Dynamic QoS > Enable Advanced QoS and Manually Set Up QoS Rules > Add a QoS Rule by LAN pot,setup_configuration,id,Bagaimana cara memberi prioritas kepada satu perangkat atau sambungan kabel saat jaringan sibuk?,"Aktifkan QoS, pilih QoS by LAN Port, buat kebijakan, pilih port dan prioritas perangkat, lalu Add dan Apply.","[""8aecb252-6293-553d-8e28-ef7b756f0c82""]","[""8aecb252-6293-553d-8e28-ef7b756f0c82""]",auto_validated
Q-135,Q-035,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:08da0d3cf6f7d113,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Optimize Performance > Improve Network Connections With Universal Plug-N-Play,facts_specifications,id,Apa fungsi UPnP untuk perangkat dan game di R7000?,UPnP memungkinkan perangkat menemukan layanan dan membuka koneksi otomatis. Fitur ini berguna untuk game online dan komunikasi real-time.,"[""54a5ae0e-dabe-533f-8906-cd65b27661ec""]","[""54a5ae0e-dabe-533f-8906-cd65b27661ec""]",auto_validated
Q-136,Q-036,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2b84714e210fd033,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Manage Your Router > Check the Internet Connection Status,facts_specifications,id,Di mana saya bisa melihat informasi koneksi internet R7000 saat ini?,"Jendela status menampilkan alamat IP router, subnet mask, gateway, server DHCP/DNS, dan status port internet lainnya.","[""537310b8-39d1-57ca-81f0-ddddc2ad9916""]","[""537310b8-39d1-57ca-81f0-ddddc2ad9916""]",auto_validated
Q-137,Q-037,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:42bc10659811af2c,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Manage Your Router > Remote Access > Set Up Remote Management,features_security_maintenance_limitations,id,Bagaimana cara mengakses R7000 dari luar rumah sambil membatasi siapa yang boleh masuk?,Aktifkan Remote Management dan batasi Allow Remote Access By hanya ke alamat IP luar yang diperlukan.,"[""79d677ad-2fef-50d3-92dd-c07a6df0f14e""]","[""79d677ad-2fef-50d3-92dd-c07a6df0f14e""]",auto_validated
